event_order,country,event_type,event_month,traffic_source,no_of_events
1,Brasil,home,2023-03-01 00:00:00.000000 UTC,Organic,16
1,Belgium,home,2023-10-01 00:00:00.000000 UTC,Adwords,6
1,France,home,2023-06-01 00:00:00.000000 UTC,Facebook,11
1,Spain,home,2023-08-01 00:00:00.000000 UTC,YouTube,11
1,Spain,home,2023-02-01 00:00:00.000000 UTC,YouTube,7
1,South Korea,home,2023-03-01 00:00:00.000000 UTC,Organic,2
1,Germany,home,2023-02-01 00:00:00.000000 UTC,Email,34
1,Poland,home,2023-09-01 00:00:00.000000 UTC,YouTube,1
1,South Korea,home,2023-02-01 00:00:00.000000 UTC,Organic,3
1,France,home,2023-03-01 00:00:00.000000 UTC,Organic,5
1,Poland,home,2023-10-01 00:00:00.000000 UTC,Adwords,6
1,Poland,home,2023-10-01 00:00:00.000000 UTC,YouTube,1
1,Spain,home,2023-10-01 00:00:00.000000 UTC,Organic,3
1,South Korea,home,2023-03-01 00:00:00.000000 UTC,YouTube,7
1,Belgium,home,2023-08-01 00:00:00.000000 UTC,Adwords,6
1,Poland,home,2023-12-01 00:00:00.000000 UTC,Facebook,2
1,Poland,home,2023-04-01 00:00:00.000000 UTC,Email,4
1,France,home,2023-04-01 00:00:00.000000 UTC,Email,25
1,France,home,2023-05-01 00:00:00.000000 UTC,Organic,3
1,Spain,home,2023-01-01 00:00:00.000000 UTC,Facebook,9
1,France,home,2023-09-01 00:00:00.000000 UTC,YouTube,12
1,Spain,home,2023-09-01 00:00:00.000000 UTC,YouTube,7
1,United Kingdom,home,2023-01-01 00:00:00.000000 UTC,Facebook,7
1,United Kingdom,home,2023-10-01 00:00:00.000000 UTC,Organic,7
1,United Kingdom,home,2023-08-01 00:00:00.000000 UTC,YouTube,9
1,United Kingdom,home,2023-07-01 00:00:00.000000 UTC,Facebook,10
1,Belgium,home,2023-03-01 00:00:00.000000 UTC,Organic,3
1,Japan,home,2023-05-01 00:00:00.000000 UTC,Organic,4
1,Japan,home,2023-02-01 00:00:00.000000 UTC,YouTube,5
1,Australia,home,2023-04-01 00:00:00.000000 UTC,Facebook,4
1,Australia,home,2023-05-01 00:00:00.000000 UTC,YouTube,3
1,Australia,home,2023-06-01 00:00:00.000000 UTC,YouTube,2
1,Spain,home,2023-12-01 00:00:00.000000 UTC,Facebook,9
1,Germany,home,2023-04-01 00:00:00.000000 UTC,YouTube,12
1,South Korea,home,2023-03-01 00:00:00.000000 UTC,Facebook,6
1,Australia,home,2023-09-01 00:00:00.000000 UTC,Organic,3
1,Australia,home,2023-09-01 00:00:00.000000 UTC,YouTube,3
1,Germany,home,2023-02-01 00:00:00.000000 UTC,Organic,7
1,Belgium,home,2023-01-01 00:00:00.000000 UTC,Email,11
1,South Korea,home,2023-09-01 00:00:00.000000 UTC,Facebook,12
1,France,home,2023-08-01 00:00:00.000000 UTC,Facebook,8
1,Poland,home,2023-01-01 00:00:00.000000 UTC,Facebook,1
1,Australia,home,2023-11-01 00:00:00.000000 UTC,Facebook,6
1,Australia,home,2023-07-01 00:00:00.000000 UTC,YouTube,1
1,Poland,home,2023-11-01 00:00:00.000000 UTC,Adwords,3
1,Germany,home,2023-08-01 00:00:00.000000 UTC,Facebook,12
1,Australia,home,2023-05-01 00:00:00.000000 UTC,Facebook,5
1,Belgium,home,2023-04-01 00:00:00.000000 UTC,Email,4
1,France,home,2023-06-01 00:00:00.000000 UTC,YouTube,10
1,Belgium,home,2023-05-01 00:00:00.000000 UTC,YouTube,4
1,United Kingdom,home,2023-11-01 00:00:00.000000 UTC,Facebook,11
1,United Kingdom,home,2023-04-01 00:00:00.000000 UTC,Organic,4
1,United Kingdom,home,2023-05-01 00:00:00.000000 UTC,Facebook,4
1,United Kingdom,home,2023-04-01 00:00:00.000000 UTC,YouTube,8
1,United Kingdom,home,2023-03-01 00:00:00.000000 UTC,Facebook,7
1,United Kingdom,home,2023-12-01 00:00:00.000000 UTC,Organic,6
1,United Kingdom,home,2023-08-01 00:00:00.000000 UTC,Organic,4
1,Belgium,home,2023-04-01 00:00:00.000000 UTC,Adwords,6
1,Japan,home,2023-09-01 00:00:00.000000 UTC,Facebook,4
1,Japan,home,2023-08-01 00:00:00.000000 UTC,Facebook,4
1,Australia,home,2023-08-01 00:00:00.000000 UTC,YouTube,5
1,Belgium,home,2023-03-01 00:00:00.000000 UTC,Adwords,8
1,Germany,home,2023-12-01 00:00:00.000000 UTC,Organic,6
1,Spain,home,2023-11-01 00:00:00.000000 UTC,YouTube,5
1,France,home,2023-01-01 00:00:00.000000 UTC,Organic,3
1,Japan,home,2023-09-01 00:00:00.000000 UTC,Organic,2
1,Spain,home,2023-05-01 00:00:00.000000 UTC,Organic,5
1,South Korea,home,2023-08-01 00:00:00.000000 UTC,Organic,2
1,Australia,home,2023-02-01 00:00:00.000000 UTC,Facebook,3
1,Germany,home,2023-01-01 00:00:00.000000 UTC,Facebook,5
1,Poland,home,2023-03-01 00:00:00.000000 UTC,Email,2
1,France,home,2023-07-01 00:00:00.000000 UTC,Organic,4
1,Spain,home,2023-01-01 00:00:00.000000 UTC,Organic,4
1,Belgium,home,2023-07-01 00:00:00.000000 UTC,Organic,2
1,Belgium,home,2023-02-01 00:00:00.000000 UTC,Facebook,1
1,United Kingdom,home,2023-04-01 00:00:00.000000 UTC,Facebook,5
1,United Kingdom,home,2023-07-01 00:00:00.000000 UTC,Organic,3
1,Germany,home,2023-06-01 00:00:00.000000 UTC,YouTube,8
1,Germany,home,2023-03-01 00:00:00.000000 UTC,YouTube,5
1,South Korea,home,2023-06-01 00:00:00.000000 UTC,Organic,2
1,Japan,home,2023-02-01 00:00:00.000000 UTC,Organic,2
1,Japan,home,2023-02-01 00:00:00.000000 UTC,Email,12
1,Australia,home,2023-10-01 00:00:00.000000 UTC,Facebook,5
1,Spain,home,2023-11-01 00:00:00.000000 UTC,Organic,4
1,Germany,home,2023-11-01 00:00:00.000000 UTC,Facebook,6
1,Germany,home,2023-03-01 00:00:00.000000 UTC,Facebook,5
1,Australia,home,2023-01-01 00:00:00.000000 UTC,YouTube,1
1,Poland,home,2023-07-01 00:00:00.000000 UTC,YouTube,1
1,Poland,home,2023-02-01 00:00:00.000000 UTC,Organic,1
1,Poland,home,2023-12-01 00:00:00.000000 UTC,Adwords,6
1,Poland,home,2023-06-01 00:00:00.000000 UTC,Email,2
1,Australia,home,2023-02-01 00:00:00.000000 UTC,YouTube,4
1,Belgium,home,2023-01-01 00:00:00.000000 UTC,Facebook,4
1,Poland,home,2023-05-01 00:00:00.000000 UTC,Adwords,3
1,France,home,2023-04-01 00:00:00.000000 UTC,Organic,4
1,Belgium,home,2023-04-01 00:00:00.000000 UTC,YouTube,3
1,Colombia,home,2023-12-01 00:00:00.000000 UTC,Email,1
1,United Kingdom,home,2023-07-01 00:00:00.000000 UTC,YouTube,7
1,United Kingdom,home,2023-02-01 00:00:00.000000 UTC,Facebook,2
1,Belgium,home,2023-12-01 00:00:00.000000 UTC,Facebook,5
1,Belgium,home,2023-06-01 00:00:00.000000 UTC,Organic,1
1,Australia,home,2023-03-01 00:00:00.000000 UTC,YouTube,3
1,South Korea,home,2023-09-01 00:00:00.000000 UTC,Organic,2
1,Belgium,home,2023-04-01 00:00:00.000000 UTC,Facebook,3
1,Australia,home,2023-12-01 00:00:00.000000 UTC,Facebook,6
1,France,home,2023-11-01 00:00:00.000000 UTC,Organic,3
1,Spain,home,2023-02-01 00:00:00.000000 UTC,Organic,3
1,Belgium,home,2023-04-01 00:00:00.000000 UTC,Organic,3
1,Australia,home,2023-01-01 00:00:00.000000 UTC,Facebook,2
1,Australia,home,2023-08-01 00:00:00.000000 UTC,Organic,2
1,Australia,home,2023-03-01 00:00:00.000000 UTC,Organic,1
1,Spain,home,2023-09-01 00:00:00.000000 UTC,Organic,2
1,Belgium,home,2023-05-01 00:00:00.000000 UTC,Facebook,3
1,Poland,home,2023-02-01 00:00:00.000000 UTC,Adwords,1
1,Poland,home,2023-07-01 00:00:00.000000 UTC,Email,1
1,Germany,home,2023-09-01 00:00:00.000000 UTC,Organic,4
1,Belgium,home,2023-09-01 00:00:00.000000 UTC,Facebook,2
1,United Kingdom,home,2023-05-01 00:00:00.000000 UTC,Organic,3
1,Germany,home,2023-05-01 00:00:00.000000 UTC,Organic,2
1,Belgium,home,2023-12-01 00:00:00.000000 UTC,YouTube,1
1,Australia,home,2023-04-01 00:00:00.000000 UTC,Organic,1
1,Poland,home,2023-11-01 00:00:00.000000 UTC,YouTube,1
1,Poland,home,2023-01-01 00:00:00.000000 UTC,Adwords,3
1,Poland,home,2023-06-01 00:00:00.000000 UTC,Organic,1
1,South Korea,home,2023-01-01 00:00:00.000000 UTC,Organic,3
1,Belgium,home,2023-09-01 00:00:00.000000 UTC,YouTube,2
1,Australia,home,2023-02-01 00:00:00.000000 UTC,Organic,1
1,Japan,home,2023-11-01 00:00:00.000000 UTC,Organic,3
1,Japan,home,2023-03-01 00:00:00.000000 UTC,Organic,1
1,Colombia,home,2023-07-01 00:00:00.000000 UTC,Adwords,1
1,Australia,home,2023-08-01 00:00:00.000000 UTC,Facebook,3
1,Poland,home,2023-09-01 00:00:00.000000 UTC,Email,1
1,Poland,home,2023-07-01 00:00:00.000000 UTC,Adwords,2
1,Germany,home,2023-04-01 00:00:00.000000 UTC,Organic,1
1,Australia,home,2023-04-01 00:00:00.000000 UTC,YouTube,1
1,Belgium,home,2023-10-01 00:00:00.000000 UTC,Organic,2
1,Poland,home,2023-10-01 00:00:00.000000 UTC,Organic,1
1,Poland,home,2023-01-01 00:00:00.000000 UTC,Email,1
1,Japan,home,2023-11-01 00:00:00.000000 UTC,YouTube,2
1,Australia,home,2023-06-01 00:00:00.000000 UTC,Organic,1
1,Belgium,home,2023-10-01 00:00:00.000000 UTC,YouTube,1
1,Germany,home,2023-06-01 00:00:00.000000 UTC,Organic,1
1,Belgium,home,2023-08-01 00:00:00.000000 UTC,YouTube,1
1,Poland,home,2023-08-01 00:00:00.000000 UTC,Email,1
1,Poland,home,2023-11-01 00:00:00.000000 UTC,Facebook,1
1,Poland,home,2023-10-01 00:00:00.000000 UTC,Facebook,1
1,Poland,home,2023-10-01 00:00:00.000000 UTC,Email,1
2,Brasil,department,2023-07-01 00:00:00.000000 UTC,Email,538
2,Brasil,department,2023-11-01 00:00:00.000000 UTC,Adwords,370
2,Brasil,department,2023-11-01 00:00:00.000000 UTC,Email,555
2,Brasil,department,2023-12-01 00:00:00.000000 UTC,Email,605
2,Brasil,department,2023-04-01 00:00:00.000000 UTC,Organic,46
2,Brasil,department,2023-10-01 00:00:00.000000 UTC,Email,571
2,Brasil,department,2023-04-01 00:00:00.000000 UTC,Email,432
2,Brasil,department,2023-03-01 00:00:00.000000 UTC,Adwords,319
2,Brasil,department,2023-08-01 00:00:00.000000 UTC,Facebook,136
2,Brasil,department,2023-12-01 00:00:00.000000 UTC,Adwords,387
2,Brasil,department,2023-01-01 00:00:00.000000 UTC,Facebook,92
2,Brasil,department,2023-02-01 00:00:00.000000 UTC,Email,429
2,Brasil,department,2023-09-01 00:00:00.000000 UTC,Email,519
2,Brasil,department,2023-03-01 00:00:00.000000 UTC,Email,466
2,Brasil,department,2023-10-01 00:00:00.000000 UTC,Adwords,402
2,Brasil,department,2023-11-01 00:00:00.000000 UTC,YouTube,143
2,Japan,department,2023-03-01 00:00:00.000000 UTC,Email,85
2,Japan,department,2023-03-01 00:00:00.000000 UTC,YouTube,21
2,Brasil,department,2023-03-01 00:00:00.000000 UTC,Facebook,121
2,Brasil,department,2023-01-01 00:00:00.000000 UTC,Adwords,307
2,Brasil,department,2023-06-01 00:00:00.000000 UTC,Email,479
2,China,department,2023-08-01 00:00:00.000000 UTC,Organic,125
2,China,department,2023-09-01 00:00:00.000000 UTC,Email,1211
2,China,department,2023-12-01 00:00:00.000000 UTC,Facebook,335
2,China,department,2023-09-01 00:00:00.000000 UTC,Adwords,829
2,China,department,2023-06-01 00:00:00.000000 UTC,Email,1181
2,China,department,2023-02-01 00:00:00.000000 UTC,Email,978
2,China,department,2023-12-01 00:00:00.000000 UTC,Adwords,962
2,China,department,2023-11-01 00:00:00.000000 UTC,Email,1355
2,China,department,2023-04-01 00:00:00.000000 UTC,Facebook,232
2,China,department,2023-03-01 00:00:00.000000 UTC,Facebook,238
2,China,department,2023-11-01 00:00:00.000000 UTC,YouTube,293
2,China,department,2023-05-01 00:00:00.000000 UTC,Adwords,767
2,China,department,2023-04-01 00:00:00.000000 UTC,Adwords,755
2,China,department,2023-11-01 00:00:00.000000 UTC,Adwords,887
2,China,department,2023-03-01 00:00:00.000000 UTC,YouTube,253
2,China,department,2023-04-01 00:00:00.000000 UTC,Email,1116
2,China,department,2023-01-01 00:00:00.000000 UTC,Email,1021
2,China,department,2023-12-01 00:00:00.000000 UTC,Email,1374
2,China,department,2023-01-01 00:00:00.000000 UTC,Organic,119
2,China,department,2023-02-01 00:00:00.000000 UTC,Adwords,639
2,China,department,2023-07-01 00:00:00.000000 UTC,Email,1242
2,China,department,2023-05-01 00:00:00.000000 UTC,Email,1107
2,China,department,2023-08-01 00:00:00.000000 UTC,Adwords,836
2,China,department,2023-01-01 00:00:00.000000 UTC,Adwords,658
2,China,department,2023-12-01 00:00:00.000000 UTC,Organic,144
2,China,department,2023-07-01 00:00:00.000000 UTC,YouTube,264
2,China,department,2023-12-01 00:00:00.000000 UTC,YouTube,321
2,United States,department,2023-10-01 00:00:00.000000 UTC,Email,904
2,China,department,2023-10-01 00:00:00.000000 UTC,Adwords,864
2,China,department,2023-05-01 00:00:00.000000 UTC,YouTube,256
2,China,department,2023-03-01 00:00:00.000000 UTC,Adwords,738
2,China,department,2023-06-01 00:00:00.000000 UTC,Organic,140
2,China,department,2023-01-01 00:00:00.000000 UTC,YouTube,214
2,United States,department,2023-01-01 00:00:00.000000 UTC,Adwords,449
2,China,department,2023-06-01 00:00:00.000000 UTC,Facebook,252
2,China,department,2023-03-01 00:00:00.000000 UTC,Email,1092
2,China,department,2023-04-01 00:00:00.000000 UTC,YouTube,273
2,France,department,2023-08-01 00:00:00.000000 UTC,Email,181
2,China,department,2023-07-01 00:00:00.000000 UTC,Adwords,859
2,China,department,2023-11-01 00:00:00.000000 UTC,Organic,136
2,China,department,2023-08-01 00:00:00.000000 UTC,Email,1214
2,China,department,2023-07-01 00:00:00.000000 UTC,Facebook,287
2,China,department,2023-09-01 00:00:00.000000 UTC,Facebook,277
2,China,department,2023-09-01 00:00:00.000000 UTC,YouTube,284
2,United States,department,2023-05-01 00:00:00.000000 UTC,Adwords,547
2,United States,department,2023-07-01 00:00:00.000000 UTC,Facebook,178
2,United States,department,2023-07-01 00:00:00.000000 UTC,Adwords,502
2,United States,department,2023-06-01 00:00:00.000000 UTC,Adwords,503
2,United States,department,2023-03-01 00:00:00.000000 UTC,Adwords,528
2,United States,department,2023-02-01 00:00:00.000000 UTC,Adwords,422
2,Belgium,department,2023-09-01 00:00:00.000000 UTC,Facebook,9
2,Belgium,department,2023-06-01 00:00:00.000000 UTC,Email,43
2,United States,department,2023-01-01 00:00:00.000000 UTC,Facebook,154
2,China,department,2023-10-01 00:00:00.000000 UTC,YouTube,313
2,China,department,2023-02-01 00:00:00.000000 UTC,YouTube,192
2,United States,department,2023-10-01 00:00:00.000000 UTC,Facebook,172
2,Spain,department,2023-03-01 00:00:00.000000 UTC,Email,151
2,France,department,2023-05-01 00:00:00.000000 UTC,Email,155
2,China,department,2023-10-01 00:00:00.000000 UTC,Email,1317
2,Spain,department,2023-05-01 00:00:00.000000 UTC,Adwords,110
2,United States,department,2023-04-01 00:00:00.000000 UTC,Adwords,455
2,United States,department,2023-06-01 00:00:00.000000 UTC,Email,791
2,United States,department,2023-01-01 00:00:00.000000 UTC,Email,730
2,United States,department,2023-07-01 00:00:00.000000 UTC,YouTube,182
2,United States,department,2023-02-01 00:00:00.000000 UTC,Email,624
2,United States,department,2023-03-01 00:00:00.000000 UTC,Facebook,163
2,United States,department,2023-05-01 00:00:00.000000 UTC,Facebook,144
2,United States,department,2023-08-01 00:00:00.000000 UTC,YouTube,193
2,United States,department,2023-08-01 00:00:00.000000 UTC,Email,869
2,United States,department,2023-04-01 00:00:00.000000 UTC,Email,733
2,United States,department,2023-03-01 00:00:00.000000 UTC,Email,773
2,United States,department,2023-10-01 00:00:00.000000 UTC,YouTube,207
2,United States,department,2023-10-01 00:00:00.000000 UTC,Organic,97
2,United States,department,2023-09-01 00:00:00.000000 UTC,Email,775
2,Japan,department,2023-05-01 00:00:00.000000 UTC,Email,102
2,Spain,department,2023-01-01 00:00:00.000000 UTC,Email,124
2,Spain,department,2023-12-01 00:00:00.000000 UTC,Email,163
2,United States,department,2023-01-01 00:00:00.000000 UTC,Organic,72
2,United States,department,2023-06-01 00:00:00.000000 UTC,Organic,80
2,United States,department,2023-11-01 00:00:00.000000 UTC,Facebook,167
2,China,department,2023-11-01 00:00:00.000000 UTC,Facebook,285
2,United States,department,2023-11-01 00:00:00.000000 UTC,Email,828
2,United States,department,2023-09-01 00:00:00.000000 UTC,Adwords,484
2,United States,department,2023-04-01 00:00:00.000000 UTC,Facebook,166
2,United States,department,2023-11-01 00:00:00.000000 UTC,Organic,82
2,Brasil,department,2023-05-01 00:00:00.000000 UTC,Adwords,325
2,United States,department,2023-05-01 00:00:00.000000 UTC,Email,792
2,Spain,department,2023-10-01 00:00:00.000000 UTC,Email,162
2,South Korea,department,2023-12-01 00:00:00.000000 UTC,Organic,22
2,Japan,department,2023-02-01 00:00:00.000000 UTC,Adwords,45
2,South Korea,department,2023-07-01 00:00:00.000000 UTC,Email,171
2,South Korea,department,2023-06-01 00:00:00.000000 UTC,Adwords,130
2,South Korea,department,2023-10-01 00:00:00.000000 UTC,Facebook,53
2,South Korea,department,2023-05-01 00:00:00.000000 UTC,Email,161
2,South Korea,department,2023-09-01 00:00:00.000000 UTC,Adwords,106
2,Brasil,department,2023-12-01 00:00:00.000000 UTC,YouTube,134
2,Brasil,department,2023-08-01 00:00:00.000000 UTC,Adwords,380
2,Germany,department,2023-10-01 00:00:00.000000 UTC,Email,167
2,Germany,department,2023-11-01 00:00:00.000000 UTC,Facebook,30
2,Japan,department,2023-09-01 00:00:00.000000 UTC,Email,97
2,Germany,department,2023-05-01 00:00:00.000000 UTC,Adwords,100
2,Germany,department,2023-08-01 00:00:00.000000 UTC,Adwords,95
2,Spain,department,2023-08-01 00:00:00.000000 UTC,Adwords,98
2,Germany,department,2023-01-01 00:00:00.000000 UTC,Adwords,107
2,Germany,department,2023-12-01 00:00:00.000000 UTC,Organic,23
2,South Korea,department,2023-12-01 00:00:00.000000 UTC,Email,200
2,South Korea,department,2023-11-01 00:00:00.000000 UTC,Organic,33
2,China,department,2023-06-01 00:00:00.000000 UTC,YouTube,245
2,France,department,2023-06-01 00:00:00.000000 UTC,Facebook,33
2,France,department,2023-10-01 00:00:00.000000 UTC,Email,206
2,France,department,2023-01-01 00:00:00.000000 UTC,Adwords,98
2,Brasil,department,2023-05-01 00:00:00.000000 UTC,Facebook,99
2,China,department,2023-06-01 00:00:00.000000 UTC,Adwords,831
2,Germany,department,2023-11-01 00:00:00.000000 UTC,Email,161
2,Germany,department,2023-01-01 00:00:00.000000 UTC,Facebook,25
2,Brasil,department,2023-06-01 00:00:00.000000 UTC,YouTube,111
2,Japan,department,2023-02-01 00:00:00.000000 UTC,Organic,12
2,South Korea,department,2023-03-01 00:00:00.000000 UTC,Facebook,31
2,France,department,2023-09-01 00:00:00.000000 UTC,YouTube,29
2,Brasil,department,2023-11-01 00:00:00.000000 UTC,Facebook,126
2,Brasil,department,2023-08-01 00:00:00.000000 UTC,Organic,61
2,China,department,2023-03-01 00:00:00.000000 UTC,Organic,141
2,Japan,department,2023-04-01 00:00:00.000000 UTC,Adwords,46
2,South Korea,department,2023-03-01 00:00:00.000000 UTC,Adwords,134
2,South Korea,department,2023-08-01 00:00:00.000000 UTC,Email,195
2,Brasil,department,2023-01-01 00:00:00.000000 UTC,Email,456
2,South Korea,department,2023-02-01 00:00:00.000000 UTC,Email,162
2,South Korea,department,2023-11-01 00:00:00.000000 UTC,Email,178
2,South Korea,department,2023-12-01 00:00:00.000000 UTC,Adwords,140
2,South Korea,department,2023-01-01 00:00:00.000000 UTC,Adwords,126
2,South Korea,department,2023-11-01 00:00:00.000000 UTC,Adwords,143
2,Germany,department,2023-01-01 00:00:00.000000 UTC,Email,116
2,Spain,department,2023-03-01 00:00:00.000000 UTC,Adwords,96
2,Brasil,department,2023-10-01 00:00:00.000000 UTC,YouTube,143
2,Brasil,department,2023-06-01 00:00:00.000000 UTC,Adwords,357
2,Japan,department,2023-12-01 00:00:00.000000 UTC,Email,107
2,South Korea,department,2023-07-01 00:00:00.000000 UTC,Organic,19
2,South Korea,department,2023-10-01 00:00:00.000000 UTC,Adwords,155
2,South Korea,department,2023-01-01 00:00:00.000000 UTC,Facebook,43
2,South Korea,department,2023-04-01 00:00:00.000000 UTC,Facebook,52
2,South Korea,department,2023-06-01 00:00:00.000000 UTC,Email,158
2,Belgium,department,2023-01-01 00:00:00.000000 UTC,YouTube,10
2,South Korea,department,2023-04-01 00:00:00.000000 UTC,Adwords,109
2,South Korea,department,2023-12-01 00:00:00.000000 UTC,YouTube,47
2,South Korea,department,2023-02-01 00:00:00.000000 UTC,Adwords,94
2,South Korea,department,2023-10-01 00:00:00.000000 UTC,Email,209
2,South Korea,department,2023-11-01 00:00:00.000000 UTC,YouTube,51
2,South Korea,department,2023-01-01 00:00:00.000000 UTC,YouTube,39
2,United States,department,2023-08-01 00:00:00.000000 UTC,Adwords,549
2,Belgium,department,2023-10-01 00:00:00.000000 UTC,Facebook,10
2,France,department,2023-11-01 00:00:00.000000 UTC,Adwords,133
2,Brasil,department,2023-08-01 00:00:00.000000 UTC,Email,487
2,Germany,department,2023-05-01 00:00:00.000000 UTC,YouTube,34
2,Japan,department,2023-06-01 00:00:00.000000 UTC,YouTube,14
2,South Korea,department,2023-01-01 00:00:00.000000 UTC,Email,173
2,South Korea,department,2023-06-01 00:00:00.000000 UTC,YouTube,41
2,Japan,department,2023-08-01 00:00:00.000000 UTC,Facebook,18
2,Japan,department,2023-03-01 00:00:00.000000 UTC,Organic,11
2,Brasil,department,2023-02-01 00:00:00.000000 UTC,YouTube,89
2,Japan,department,2023-07-01 00:00:00.000000 UTC,Adwords,72
2,Spain,department,2023-04-01 00:00:00.000000 UTC,Email,145
2,France,department,2023-07-01 00:00:00.000000 UTC,Email,148
2,Brasil,department,2023-09-01 00:00:00.000000 UTC,Adwords,356
2,Brasil,department,2023-09-01 00:00:00.000000 UTC,YouTube,108
2,Belgium,department,2023-08-01 00:00:00.000000 UTC,Email,44
2,China,department,2023-10-01 00:00:00.000000 UTC,Facebook,288
2,Germany,department,2023-04-01 00:00:00.000000 UTC,Email,143
2,South Korea,department,2023-04-01 00:00:00.000000 UTC,Email,192
2,South Korea,department,2023-05-01 00:00:00.000000 UTC,Adwords,120
2,South Korea,department,2023-05-01 00:00:00.000000 UTC,YouTube,32
2,South Korea,department,2023-06-01 00:00:00.000000 UTC,Facebook,36
2,United States,department,2023-07-01 00:00:00.000000 UTC,Email,775
2,South Korea,department,2023-08-01 00:00:00.000000 UTC,Facebook,38
2,South Korea,department,2023-09-01 00:00:00.000000 UTC,Email,196
2,Japan,department,2023-10-01 00:00:00.000000 UTC,Adwords,73
2,Japan,department,2023-10-01 00:00:00.000000 UTC,Email,104
2,Japan,department,2023-07-01 00:00:00.000000 UTC,Email,82
2,Japan,department,2023-06-01 00:00:00.000000 UTC,Adwords,40
2,Germany,department,2023-02-01 00:00:00.000000 UTC,Email,126
2,Spain,department,2023-08-01 00:00:00.000000 UTC,Email,168
2,Spain,department,2023-09-01 00:00:00.000000 UTC,Adwords,106
2,France,department,2023-09-01 00:00:00.000000 UTC,Adwords,108
2,Japan,department,2023-01-01 00:00:00.000000 UTC,Email,81
2,Spain,department,2023-06-01 00:00:00.000000 UTC,Adwords,117
2,United States,department,2023-08-01 00:00:00.000000 UTC,Facebook,175
2,Japan,department,2023-07-01 00:00:00.000000 UTC,Organic,8
2,Japan,department,2023-02-01 00:00:00.000000 UTC,YouTube,20
2,Japan,department,2023-04-01 00:00:00.000000 UTC,YouTube,14
2,Germany,department,2023-02-01 00:00:00.000000 UTC,YouTube,20
2,France,department,2023-08-01 00:00:00.000000 UTC,Facebook,39
2,Spain,department,2023-09-01 00:00:00.000000 UTC,Email,185
2,Brasil,department,2023-01-01 00:00:00.000000 UTC,Organic,49
2,Brasil,department,2023-07-01 00:00:00.000000 UTC,Adwords,335
2,Brasil,department,2023-02-01 00:00:00.000000 UTC,Adwords,282
2,Brasil,department,2023-05-01 00:00:00.000000 UTC,Email,435
2,United States,department,2023-05-01 00:00:00.000000 UTC,YouTube,156
2,Spain,department,2023-02-01 00:00:00.000000 UTC,Email,155
2,Japan,department,2023-03-01 00:00:00.000000 UTC,Adwords,61
2,China,department,2023-09-01 00:00:00.000000 UTC,Organic,135
2,China,department,2023-05-01 00:00:00.000000 UTC,Organic,118
2,China,department,2023-02-01 00:00:00.000000 UTC,Organic,108
2,United States,department,2023-11-01 00:00:00.000000 UTC,Adwords,590
2,Australia,department,2023-09-01 00:00:00.000000 UTC,Adwords,68
2,Australia,department,2023-06-01 00:00:00.000000 UTC,YouTube,17
2,Germany,department,2023-06-01 00:00:00.000000 UTC,Email,144
2,Spain,department,2023-06-01 00:00:00.000000 UTC,Email,159
2,United States,department,2023-12-01 00:00:00.000000 UTC,Adwords,637
2,Australia,department,2023-04-01 00:00:00.000000 UTC,YouTube,11
2,Australia,department,2023-02-01 00:00:00.000000 UTC,YouTube,13
2,Spain,department,2023-01-01 00:00:00.000000 UTC,YouTube,36
2,United States,department,2023-11-01 00:00:00.000000 UTC,YouTube,169
2,France,department,2023-04-01 00:00:00.000000 UTC,Email,135
2,Australia,department,2023-02-01 00:00:00.000000 UTC,Adwords,33
2,Japan,department,2023-06-01 00:00:00.000000 UTC,Email,65
2,United States,department,2023-10-01 00:00:00.000000 UTC,Adwords,610
2,Japan,department,2023-04-01 00:00:00.000000 UTC,Facebook,12
2,Australia,department,2023-03-01 00:00:00.000000 UTC,Organic,8
2,Australia,department,2023-03-01 00:00:00.000000 UTC,Email,54
2,Belgium,department,2023-05-01 00:00:00.000000 UTC,Adwords,30
2,Australia,department,2023-12-01 00:00:00.000000 UTC,YouTube,19
2,Australia,department,2023-09-01 00:00:00.000000 UTC,YouTube,21
2,Germany,department,2023-03-01 00:00:00.000000 UTC,Email,140
2,Australia,department,2023-01-01 00:00:00.000000 UTC,Email,60
2,United States,department,2023-12-01 00:00:00.000000 UTC,Facebook,199
2,Belgium,department,2023-07-01 00:00:00.000000 UTC,Email,45
2,Australia,department,2023-12-01 00:00:00.000000 UTC,Facebook,20
2,United States,department,2023-09-01 00:00:00.000000 UTC,YouTube,196
2,China,department,2023-01-01 00:00:00.000000 UTC,Facebook,210
2,Australia,department,2023-04-01 00:00:00.000000 UTC,Adwords,51
2,Australia,department,2023-11-01 00:00:00.000000 UTC,Email,63
2,Australia,department,2023-04-01 00:00:00.000000 UTC,Email,77
2,France,department,2023-04-01 00:00:00.000000 UTC,Facebook,34
2,Australia,department,2023-05-01 00:00:00.000000 UTC,Adwords,50
2,Japan,department,2023-10-01 00:00:00.000000 UTC,Facebook,28
2,Japan,department,2023-06-01 00:00:00.000000 UTC,Organic,8
2,United States,department,2023-03-01 00:00:00.000000 UTC,Organic,69
2,Australia,department,2023-10-01 00:00:00.000000 UTC,Organic,8
2,France,department,2023-10-01 00:00:00.000000 UTC,Facebook,45
2,Spain,department,2023-05-01 00:00:00.000000 UTC,Email,153
